Title,Content,Rating,Date,Author
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Really enjoy the tool to track my day,"So far my gen2 ring has been a great product. Unfortunately my last ring failed after 30 days, I believe it may of been one of the updates. But I don’t know for sure. The support team worked with me and got me a replacement, it did take a while but it was a new release ring at the time. It tracked everything very accurately. I have compared the 02 readings to my pulsox finger reader and the 02 and puls are always within 1-2 points. The ring is light and there are plenty of cover options. The sleep monitor is pretty accurate. Might be off by 15-30 min for sleep time sometimes. I am excited for them to add more exercise to track. Great app, easy to get my information.",5,2025-03-01T03:57:14.000Z,
Really impressed,"Really impressed. RingConn is serious in improving and the measurements are more and more accurate. What I get now for steps, hearth rate, stress, sleep is pretty similar to my smartwatch.

Good quality though after few months the black paint is slowly fading on the bottom which gets frequent bumps.

Very happy with purchase even though I consider smart rings to be way too expensive.

I bought to get better insight on my sleep because watch is too bulky for sleep.",5,2025-03-01T02:55:21.000Z,
I have the Gen 2 ring,"I have the Gen 2 ring. So far, it was ok to set up. The app is excellent and the sleep apnea diagnostics are equal to or better than in home sleep studies.

There is one annoying software feature which I hope they correct......they sleep apnea diagnostics runs for 3 consecutive nights then it automatically turns off. I have lost two nights of data due to this quirk.",5,2025-03-03T04:46:36.000Z,
Great Product & Outstanding Customer Service!,"I discovered the RingConn 2 through Kickstarter and purchased it as a Super Early Bird. Right from the start, the ring met my expectations, and with each update, the app improved even further.

Unfortunately, over New Year’s, I experienced a significant decline in battery performance. Since battery wear and tear is excluded from the warranty, I reached out to customer service. Their support was excellent – they provided multiple solutions, and I even kept a log to help diagnose the issue.

What can I say? My ring was replaced without any hassle! The customer service was always courteous and helpful. I can wholeheartedly recommend both the product and the support team.",5,2025-02-28T21:44:47.000Z,
Returned the ring and it was delivered…,"Returned the ring and it was delivered about 3 weeks ago, still haven't received a refund and I keep getting the run around from the company.",1,2025-02-28T19:14:41.000Z,
Love love my v.2 Ring conn,"Love love my v.2 Ring conn. From the get go seeing all the impressive data is incredibly addictive and informative Upgraded because I really liked v.1 but the allure of a slimmer profile, longer battery life and apnea tracking all with out a subscriber fee. Sign me up! Was very disappointed to find that after a couple months the battery life was significantly declining to the point it needed charging each day. I mentioned to customer support and after trying a few things to troubleshoot they quickly offered a replacement ring. Arrived quickly and with not drama I also love that they listen to their customers as well when a new update included a dark background (resulting in even longer battery life) I was very upset as it made it very difficult for me to read. Many others felt the same. They now offer the option of both settings. So. Love their responsiveness. And great product! Highly recommend",5,2025-02-28T18:09:58.000Z,
Happy with purchase and customer…,Happy with purchase and customer service.,5,2025-02-28T18:08:13.000Z,
Bad Customer Service & Questionable Performance…,"They flat out refused to answer some of my initial questions I wanted answered so I could decide if I wanted to buy the ring 2. I asked most of the questions multiple time, rewording them each time in case a language barrier was at fault, but they never addressed my questions accurately.

I need to test more accurately, but the ring results do not seem to be that accurate most of the time, like not counting the steps correctly, and sleep time, Etc...",3,2025-02-28T17:51:35.000Z,
The ring is comfortable!,The ring is comfortable to wear. I'm able to share the status of my ring with my daughter after setting up the sharing settings. I now know how little sleep I was getting and working on it. i can shower with it and it has a great battery that last long time unlike the Apple I watch.,5,2025-02-28T17:17:06.000Z,
I am pleased with the performance of…,"I am pleased with the performance of the product. A lot of reviews downgrade the app. The app has been stable, easy to connect, and provides all the information I am looking for. My only note is the exercise monitoring needs some work. Strongly suggest you get the sizing test kit and wear it for 24 h as instructed. I sized up 1 as a result. Shipping was slower than expected on the ring. Overall well satisfied",5,2025-02-28T16:24:38.000Z,
Love it,"Je suis emballé
🥰🥰🥰",5,2025-02-28T16:04:33.000Z,
How to improve a good product,"I like the long battery life, heart rate information and other features.

I would like the app to offer or recognize more exercise activity options.",3,2025-02-28T16:00:51.000Z,
